pdb_id,status,path,url,chain,N,selected
1WT0,cached_selected,data/raw/pdb_cache/1WT0.cif,https://files.rcsb.org/download/1WT0.cif,A,263,1
1NW4,cached_selected,data/raw/pdb_cache/1NW4.cif,https://files.rcsb.org/download/1NW4.cif,A,243,1
1A2C,cached_selected,data/raw/pdb_cache/1A2C.cif,https://files.rcsb.org/download/1A2C.cif,H,252,1
1CAM,cached_selected,data/raw/pdb_cache/1CAM.cif,https://files.rcsb.org/download/1CAM.cif,A,258,1
1A27,cached_selected,data/raw/pdb_cache/1A27.cif,https://files.rcsb.org/download/1A27.cif,A,285,1
1NXX,cached_selected,data/raw/pdb_cache/1NXX.cif,https://files.rcsb.org/download/1NXX.cif,A,114,1
1GHM,cached_selected,data/raw/pdb_cache/1GHM.cif,https://files.rcsb.org/download/1GHM.cif,A,257,1
1XR8,cached_selected,data/raw/pdb_cache/1XR8.cif,https://files.rcsb.org/download/1XR8.cif,A,276,1
1YH9,cached_selected,data/raw/pdb_cache/1YH9.cif,https://files.rcsb.org/download/1YH9.cif,B,146,1
1SHM,cached_selected,data/raw/pdb_cache/1SHM.cif,https://files.rcsb.org/download/1SHM.cif,A,118,1
1I72,cached_selected,data/raw/pdb_cache/1I72.cif,https://files.rcsb.org/download/1I72.cif,A,252,1
2APS,cached_selected,data/raw/pdb_cache/2APS.cif,https://files.rcsb.org/download/2APS.cif,A,155,1
1U8F,cached_selected,data/raw/pdb_cache/1U8F.cif,https://files.rcsb.org/download/1U8F.cif,O,333,1
1IL0,cached_selected,data/raw/pdb_cache/1IL0.cif,https://files.rcsb.org/download/1IL0.cif,A,291,1
1ZTD,cached_selected,data/raw/pdb_cache/1ZTD.cif,https://files.rcsb.org/download/1ZTD.cif,A,125,1
2BJV,cached_selected,data/raw/pdb_cache/2BJV.cif,https://files.rcsb.org/download/2BJV.cif,A,236,1
1OYZ,cached_selected,data/raw/pdb_cache/1OYZ.cif,https://files.rcsb.org/download/1OYZ.cif,A,273,1
2BAL,cached_selected,data/raw/pdb_cache/2BAL.cif,https://files.rcsb.org/download/2BAL.cif,A,338,1
1FB8,cached_selected,data/raw/pdb_cache/1FB8.cif,https://files.rcsb.org/download/1FB8.cif,A,106,1
1NV2,cached_selected,data/raw/pdb_cache/1NV2.cif,https://files.rcsb.org/download/1NV2.cif,A,331,1
1RC1,cached_selected,data/raw/pdb_cache/1RC1.cif,https://files.rcsb.org/download/1RC1.cif,A,200,1
1FHD,cached_selected,data/raw/pdb_cache/1FHD.cif,https://files.rcsb.org/download/1FHD.cif,A,312,1
1PB9,cached_selected,data/raw/pdb_cache/1PB9.cif,https://files.rcsb.org/download/1PB9.cif,A,282,1
1MB3,cached_selected,data/raw/pdb_cache/1MB3.cif,https://files.rcsb.org/download/1MB3.cif,A,117,1
1IAD,cached_selected,data/raw/pdb_cache/1IAD.cif,https://files.rcsb.org/download/1IAD.cif,A,200,1
1IGM,cached_selected,data/raw/pdb_cache/1IGM.cif,https://files.rcsb.org/download/1IGM.cif,H,129,1
1JBY,cached_selected,data/raw/pdb_cache/1JBY.cif,https://files.rcsb.org/download/1JBY.cif,A,223,1
1WLG,cached_selected,data/raw/pdb_cache/1WLG.cif,https://files.rcsb.org/download/1WLG.cif,A,293,1
2AHE,cached_selected,data/raw/pdb_cache/2AHE.cif,https://files.rcsb.org/download/2AHE.cif,A,228,1
1L61,cached_selected,data/raw/pdb_cache/1L61.cif,https://files.rcsb.org/download/1L61.cif,A,162,1
1U8I,cached_selected,data/raw/pdb_cache/1U8I.cif,https://files.rcsb.org/download/1U8I.cif,B,227,1
1ITB,cached_selected,data/raw/pdb_cache/1ITB.cif,https://files.rcsb.org/download/1ITB.cif,B,310,1
1N42,cached_selected,data/raw/pdb_cache/1N42.cif,https://files.rcsb.org/download/1N42.cif,A,323,1
1HJR,cached_selected,data/raw/pdb_cache/1HJR.cif,https://files.rcsb.org/download/1HJR.cif,A,158,1
1FX1,cached_selected,data/raw/pdb_cache/1FX1.cif,https://files.rcsb.org/download/1FX1.cif,A,147,1
1DT1,cached_selected,data/raw/pdb_cache/1DT1.cif,https://files.rcsb.org/download/1DT1.cif,A,129,1
1US0,cached_selected,data/raw/pdb_cache/1US0.cif,https://files.rcsb.org/download/1US0.cif,A,313,1
1VL9,cached_selected,data/raw/pdb_cache/1VL9.cif,https://files.rcsb.org/download/1VL9.cif,A,125,1
1R5C,cached_selected,data/raw/pdb_cache/1R5C.cif,https://files.rcsb.org/download/1R5C.cif,A,124,1
1HOW,cached_selected,data/raw/pdb_cache/1HOW.cif,https://files.rcsb.org/download/1HOW.cif,A,346,1
1M67,cached_selected,data/raw/pdb_cache/1M67.cif,https://files.rcsb.org/download/1M67.cif,A,347,1
1DKK,cached_selected,data/raw/pdb_cache/1DKK.cif,https://files.rcsb.org/download/1DKK.cif,A,129,1
1BEC,cached_selected,data/raw/pdb_cache/1BEC.cif,https://files.rcsb.org/download/1BEC.cif,A,238,1
1AS8,cached_selected,data/raw/pdb_cache/1AS8.cif,https://files.rcsb.org/download/1AS8.cif,A,336,1
1SHV,cached_selected,data/raw/pdb_cache/1SHV.cif,https://files.rcsb.org/download/1SHV.cif,A,265,1
1AVT,cached_selected,data/raw/pdb_cache/1AVT.cif,https://files.rcsb.org/download/1AVT.cif,A,274,1
1A7G,cached_selected,data/raw/pdb_cache/1A7G.cif,https://files.rcsb.org/download/1A7G.cif,E,82,1
1AD8,cached_selected,data/raw/pdb_cache/1AD8.cif,https://files.rcsb.org/download/1AD8.cif,H,250,1
1P6B,cached_selected,data/raw/pdb_cache/1P6B.cif,https://files.rcsb.org/download/1P6B.cif,B,331,1
1GYK,cached_selected,data/raw/pdb_cache/1GYK.cif,https://files.rcsb.org/download/1GYK.cif,A,206,1
1GB0,cached_selected,data/raw/pdb_cache/1GB0.cif,https://files.rcsb.org/download/1GB0.cif,A,130,1
1QGQ,cached_selected,data/raw/pdb_cache/1QGQ.cif,https://files.rcsb.org/download/1QGQ.cif,A,238,1
2B2W,cached_selected,data/raw/pdb_cache/2B2W.cif,https://files.rcsb.org/download/2B2W.cif,A,177,1
1KBQ,cached_selected,data/raw/pdb_cache/1KBQ.cif,https://files.rcsb.org/download/1KBQ.cif,A,272,1
1HB3,cached_selected,data/raw/pdb_cache/1HB3.cif,https://files.rcsb.org/download/1HB3.cif,A,329,1
1XEI,cached_selected,data/raw/pdb_cache/1XEI.cif,https://files.rcsb.org/download/1XEI.cif,A,129,1
1M8J,cached_selected,data/raw/pdb_cache/1M8J.cif,https://files.rcsb.org/download/1M8J.cif,A,167,1
1V8H,cached_selected,data/raw/pdb_cache/1V8H.cif,https://files.rcsb.org/download/1V8H.cif,A,106,1
2AE0,cached_selected,data/raw/pdb_cache/2AE0.cif,https://files.rcsb.org/download/2AE0.cif,X,335,1
1MVC,cached_selected,data/raw/pdb_cache/1MVC.cif,https://files.rcsb.org/download/1MVC.cif,A,212,1
1JD5,cached_selected,data/raw/pdb_cache/1JD5.cif,https://files.rcsb.org/download/1JD5.cif,A,105,1
1RI6,cached_selected,data/raw/pdb_cache/1RI6.cif,https://files.rcsb.org/download/1RI6.cif,A,333,1
1EKR,cached_selected,data/raw/pdb_cache/1EKR.cif,https://files.rcsb.org/download/1EKR.cif,A,143,1
1WL7,cached_selected,data/raw/pdb_cache/1WL7.cif,https://files.rcsb.org/download/1WL7.cif,A,313,1
1GGG,cached_selected,data/raw/pdb_cache/1GGG.cif,https://files.rcsb.org/download/1GGG.cif,A,220,1
1IJQ,cached_selected,data/raw/pdb_cache/1IJQ.cif,https://files.rcsb.org/download/1IJQ.cif,A,308,1
1T2A,cached_selected,data/raw/pdb_cache/1T2A.cif,https://files.rcsb.org/download/1T2A.cif,A,338,1
1GMR,cached_selected,data/raw/pdb_cache/1GMR.cif,https://files.rcsb.org/download/1GMR.cif,A,96,1
1UPV,cached_selected,data/raw/pdb_cache/1UPV.cif,https://files.rcsb.org/download/1UPV.cif,A,232,1
1F09,cached_selected,data/raw/pdb_cache/1F09.cif,https://files.rcsb.org/download/1F09.cif,A,225,1
1UNQ,cached_selected,data/raw/pdb_cache/1UNQ.cif,https://files.rcsb.org/download/1UNQ.cif,A,117,1
1L57,cached_selected,data/raw/pdb_cache/1L57.cif,https://files.rcsb.org/download/1L57.cif,A,162,1
1RRA,cached_selected,data/raw/pdb_cache/1RRA.cif,https://files.rcsb.org/download/1RRA.cif,A,124,1
1ETO,cached_selected,data/raw/pdb_cache/1ETO.cif,https://files.rcsb.org/download/1ETO.cif,B,94,1
1Q3P,cached_selected,data/raw/pdb_cache/1Q3P.cif,https://files.rcsb.org/download/1Q3P.cif,B,103,1
1A21,cached_selected,data/raw/pdb_cache/1A21.cif,https://files.rcsb.org/download/1A21.cif,B,197,1
1TIK,cached_selected,data/raw/pdb_cache/1TIK.cif,https://files.rcsb.org/download/1TIK.cif,A,203,1
1BSC,cached_selected,data/raw/pdb_cache/1BSC.cif,https://files.rcsb.org/download/1BSC.cif,A,108,1
1F80,cached_selected,data/raw/pdb_cache/1F80.cif,https://files.rcsb.org/download/1F80.cif,A,118,1
13SN,cached_selected,data/raw/pdb_cache/13SN.cif,https://files.rcsb.org/download/13SN.cif,A,69,1
1THV,cached_selected,data/raw/pdb_cache/1THV.cif,https://files.rcsb.org/download/1THV.cif,A,207,1
1Z97,cached_selected,data/raw/pdb_cache/1Z97.cif,https://files.rcsb.org/download/1Z97.cif,A,263,1
1P2C,cached_selected,data/raw/pdb_cache/1P2C.cif,https://files.rcsb.org/download/1P2C.cif,A,212,1
1K8U,cached_selected,data/raw/pdb_cache/1K8U.cif,https://files.rcsb.org/download/1K8U.cif,A,89,1
1L7M,cached_selected,data/raw/pdb_cache/1L7M.cif,https://files.rcsb.org/download/1L7M.cif,B,210,1
1LKI,cached_selected,data/raw/pdb_cache/1LKI.cif,https://files.rcsb.org/download/1LKI.cif,A,172,1
1UHE,cached_selected,data/raw/pdb_cache/1UHE.cif,https://files.rcsb.org/download/1UHE.cif,A,97,1
1NSR,cached_selected,data/raw/pdb_cache/1NSR.cif,https://files.rcsb.org/download/1NSR.cif,B,346,1
1OHU,cached_selected,data/raw/pdb_cache/1OHU.cif,https://files.rcsb.org/download/1OHU.cif,B,168,1
1LFM,cached_selected,data/raw/pdb_cache/1LFM.cif,https://files.rcsb.org/download/1LFM.cif,A,103,1
1YYP,cached_selected,data/raw/pdb_cache/1YYP.cif,https://files.rcsb.org/download/1YYP.cif,A,249,1
2AJ6,cached_selected,data/raw/pdb_cache/2AJ6.cif,https://files.rcsb.org/download/2AJ6.cif,A,120,1
2BVE,cached_selected,data/raw/pdb_cache/2BVE.cif,https://files.rcsb.org/download/2BVE.cif,A,119,1
1YC1,cached_selected,data/raw/pdb_cache/1YC1.cif,https://files.rcsb.org/download/1YC1.cif,A,210,1
2APB,cached_selected,data/raw/pdb_cache/2APB.cif,https://files.rcsb.org/download/2APB.cif,A,110,1
1WSJ,cached_selected,data/raw/pdb_cache/1WSJ.cif,https://files.rcsb.org/download/1WSJ.cif,A,155,1
1I7H,cached_selected,data/raw/pdb_cache/1I7H.cif,https://files.rcsb.org/download/1I7H.cif,A,109,1
1K2D,cached_selected,data/raw/pdb_cache/1K2D.cif,https://files.rcsb.org/download/1K2D.cif,B,185,1
1IXX,cached_selected,data/raw/pdb_cache/1IXX.cif,https://files.rcsb.org/download/1IXX.cif,A,130,1
1M38,cached_selected,data/raw/pdb_cache/1M38.cif,https://files.rcsb.org/download/1M38.cif,A,282,1
1OZ7,cached_selected,data/raw/pdb_cache/1OZ7.cif,https://files.rcsb.org/download/1OZ7.cif,A,131,1
1GN4,cached_selected,data/raw/pdb_cache/1GN4.cif,https://files.rcsb.org/download/1GN4.cif,A,198,1
1M7H,cached_selected,data/raw/pdb_cache/1M7H.cif,https://files.rcsb.org/download/1M7H.cif,C,204,1
1V2L,cached_selected,data/raw/pdb_cache/1V2L.cif,https://files.rcsb.org/download/1V2L.cif,T,224,1
1DWQ,cached_selected,data/raw/pdb_cache/1DWQ.cif,https://files.rcsb.org/download/1DWQ.cif,A,262,1
1CM8,cached_selected,data/raw/pdb_cache/1CM8.cif,https://files.rcsb.org/download/1CM8.cif,A,329,1
1U0T,cached_selected,data/raw/pdb_cache/1U0T.cif,https://files.rcsb.org/download/1U0T.cif,B,276,1
2APH,cached_selected,data/raw/pdb_cache/2APH.cif,https://files.rcsb.org/download/2APH.cif,A,165,1
1PXS,cached_selected,data/raw/pdb_cache/1PXS.cif,https://files.rcsb.org/download/1PXS.cif,A,227,1
1NE9,cached_selected,data/raw/pdb_cache/1NE9.cif,https://files.rcsb.org/download/1NE9.cif,A,335,1
1TXI,cached_selected,data/raw/pdb_cache/1TXI.cif,https://files.rcsb.org/download/1TXI.cif,A,253,1
1VWN,cached_selected,data/raw/pdb_cache/1VWN.cif,https://files.rcsb.org/download/1VWN.cif,B,121,1
1H91,cached_selected,data/raw/pdb_cache/1H91.cif,https://files.rcsb.org/download/1H91.cif,A,180,1
1R37,cached_selected,data/raw/pdb_cache/1R37.cif,https://files.rcsb.org/download/1R37.cif,A,347,1
1PY9,cached_selected,data/raw/pdb_cache/1PY9.cif,https://files.rcsb.org/download/1PY9.cif,A,116,1
1PHW,cached_selected,data/raw/pdb_cache/1PHW.cif,https://files.rcsb.org/download/1PHW.cif,A,272,1
2B4I,cached_selected,data/raw/pdb_cache/2B4I.cif,https://files.rcsb.org/download/2B4I.cif,B,234,1
1AE3,cached_selected,data/raw/pdb_cache/1AE3.cif,https://files.rcsb.org/download/1AE3.cif,A,86,1
2ANP,cached_selected,data/raw/pdb_cache/2ANP.cif,https://files.rcsb.org/download/2ANP.cif,A,291,1
1BO8,cached_selected,data/raw/pdb_cache/1BO8.cif,https://files.rcsb.org/download/1BO8.cif,A,316,1
1D0V,cached_selected,data/raw/pdb_cache/1D0V.cif,https://files.rcsb.org/download/1D0V.cif,A,346,1
1CNK,cached_selected,data/raw/pdb_cache/1CNK.cif,https://files.rcsb.org/download/1CNK.cif,A,257,1
2A6P,cached_selected,data/raw/pdb_cache/2A6P.cif,https://files.rcsb.org/download/2A6P.cif,A,193,1
188L,cached_selected,data/raw/pdb_cache/188L.cif,https://files.rcsb.org/download/188L.cif,A,162,1
1CX7,cached_selected,data/raw/pdb_cache/1CX7.cif,https://files.rcsb.org/download/1CX7.cif,A,162,1
1CUB,cached_selected,data/raw/pdb_cache/1CUB.cif,https://files.rcsb.org/download/1CUB.cif,A,197,1
1E2H,cached_selected,data/raw/pdb_cache/1E2H.cif,https://files.rcsb.org/download/1E2H.cif,B,311,1
1PZP,cached_selected,data/raw/pdb_cache/1PZP.cif,https://files.rcsb.org/download/1PZP.cif,A,263,1
1YWP,cached_selected,data/raw/pdb_cache/1YWP.cif,https://files.rcsb.org/download/1YWP.cif,A,62,1
1J4A,cached_selected,data/raw/pdb_cache/1J4A.cif,https://files.rcsb.org/download/1J4A.cif,D,332,1
1JHV,cached_selected,data/raw/pdb_cache/1JHV.cif,https://files.rcsb.org/download/1JHV.cif,A,346,1
1JSV,cached_selected,data/raw/pdb_cache/1JSV.cif,https://files.rcsb.org/download/1JSV.cif,A,287,1
1SHT,cached_selected,data/raw/pdb_cache/1SHT.cif,https://files.rcsb.org/download/1SHT.cif,X,177,1
247L,cached_selected,data/raw/pdb_cache/247L.cif,https://files.rcsb.org/download/247L.cif,A,164,1
1YRK,cached_selected,data/raw/pdb_cache/1YRK.cif,https://files.rcsb.org/download/1YRK.cif,A,126,1
1U69,cached_selected,data/raw/pdb_cache/1U69.cif,https://files.rcsb.org/download/1U69.cif,A,156,1
1GN8,cached_selected,data/raw/pdb_cache/1GN8.cif,https://files.rcsb.org/download/1GN8.cif,A,159,1
1RWP,cached_selected,data/raw/pdb_cache/1RWP.cif,https://files.rcsb.org/download/1RWP.cif,A,173,1
1I5S,cached_selected,data/raw/pdb_cache/1I5S.cif,https://files.rcsb.org/download/1I5S.cif,A,330,1
1AZV,cached_selected,data/raw/pdb_cache/1AZV.cif,https://files.rcsb.org/download/1AZV.cif,A,153,1
1Y45,cached_selected,data/raw/pdb_cache/1Y45.cif,https://files.rcsb.org/download/1Y45.cif,B,146,1
1ZNZ,cached_selected,data/raw/pdb_cache/1ZNZ.cif,https://files.rcsb.org/download/1ZNZ.cif,A,183,1
1ZH2,cached_selected,data/raw/pdb_cache/1ZH2.cif,https://files.rcsb.org/download/1ZH2.cif,A,121,1
1M8R,cached_selected,data/raw/pdb_cache/1M8R.cif,https://files.rcsb.org/download/1M8R.cif,A,124,1
1MU8,cached_selected,data/raw/pdb_cache/1MU8.cif,https://files.rcsb.org/download/1MU8.cif,B,250,1
1DQY,cached_selected,data/raw/pdb_cache/1DQY.cif,https://files.rcsb.org/download/1DQY.cif,A,283,1
1KL9,cached_selected,data/raw/pdb_cache/1KL9.cif,https://files.rcsb.org/download/1KL9.cif,A,168,1
1MLN,cached_selected,data/raw/pdb_cache/1MLN.cif,https://files.rcsb.org/download/1MLN.cif,A,154,1
2AHN,cached_selected,data/raw/pdb_cache/2AHN.cif,https://files.rcsb.org/download/2AHN.cif,A,222,1
1ZRH,cached_selected,data/raw/pdb_cache/1ZRH.cif,https://files.rcsb.org/download/1ZRH.cif,A,263,1
2A1F,cached_selected,data/raw/pdb_cache/2A1F.cif,https://files.rcsb.org/download/2A1F.cif,C,237,1
1XKU,cached_selected,data/raw/pdb_cache/1XKU.cif,https://files.rcsb.org/download/1XKU.cif,A,305,1
1SQI,cached_selected,data/raw/pdb_cache/1SQI.cif,https://files.rcsb.org/download/1SQI.cif,A,343,1
1QFE,cached_selected,data/raw/pdb_cache/1QFE.cif,https://files.rcsb.org/download/1QFE.cif,A,252,1
2AJS,cached_selected,data/raw/pdb_cache/2AJS.cif,https://files.rcsb.org/download/2AJS.cif,H,219,1
1X25,cached_selected,data/raw/pdb_cache/1X25.cif,https://files.rcsb.org/download/1X25.cif,B,128,1
2A84,cached_selected,data/raw/pdb_cache/2A84.cif,https://files.rcsb.org/download/2A84.cif,A,277,1
1BRH,cached_selected,data/raw/pdb_cache/1BRH.cif,https://files.rcsb.org/download/1BRH.cif,A,108,1
1HXE,cached_selected,data/raw/pdb_cache/1HXE.cif,https://files.rcsb.org/download/1HXE.cif,H,248,1
1Z5O,cached_selected,data/raw/pdb_cache/1Z5O.cif,https://files.rcsb.org/download/1Z5O.cif,A,235,1
1WDU,cached_selected,data/raw/pdb_cache/1WDU.cif,https://files.rcsb.org/download/1WDU.cif,B,219,1
1FPQ,cached_selected,data/raw/pdb_cache/1FPQ.cif,https://files.rcsb.org/download/1FPQ.cif,A,334,1
1DAF,cached_selected,data/raw/pdb_cache/1DAF.cif,https://files.rcsb.org/download/1DAF.cif,A,225,1
1L7J,cached_selected,data/raw/pdb_cache/1L7J.cif,https://files.rcsb.org/download/1L7J.cif,A,338,1
1HJF,cached_selected,data/raw/pdb_cache/1HJF.cif,https://files.rcsb.org/download/1HJF.cif,A,273,1
1OHC,cached_selected,data/raw/pdb_cache/1OHC.cif,https://files.rcsb.org/download/1OHC.cif,A,338,1
1D6O,cached_selected,data/raw/pdb_cache/1D6O.cif,https://files.rcsb.org/download/1D6O.cif,A,107,1
1IC6,cached_selected,data/raw/pdb_cache/1IC6.cif,https://files.rcsb.org/download/1IC6.cif,A,281,1
1ON6,cached_selected,data/raw/pdb_cache/1ON6.cif,https://files.rcsb.org/download/1ON6.cif,B,257,1
1H1W,cached_selected,data/raw/pdb_cache/1H1W.cif,https://files.rcsb.org/download/1H1W.cif,A,285,1
1RJW,cached_selected,data/raw/pdb_cache/1RJW.cif,https://files.rcsb.org/download/1RJW.cif,A,339,1
1SBS,cached_selected,data/raw/pdb_cache/1SBS.cif,https://files.rcsb.org/download/1SBS.cif,H,222,1
1TU9,cached_selected,data/raw/pdb_cache/1TU9.cif,https://files.rcsb.org/download/1TU9.cif,A,131,1
1EB0,cached_selected,data/raw/pdb_cache/1EB0.cif,https://files.rcsb.org/download/1EB0.cif,A,143,1
1IBE,cached_selected,data/raw/pdb_cache/1IBE.cif,https://files.rcsb.org/download/1IBE.cif,B,146,1
1ZKO,cached_selected,data/raw/pdb_cache/1ZKO.cif,https://files.rcsb.org/download/1ZKO.cif,A,128,1
2BOZ,cached_selected,data/raw/pdb_cache/2BOZ.cif,https://files.rcsb.org/download/2BOZ.cif,M,302,1
1PPA,cached_selected,data/raw/pdb_cache/1PPA.cif,https://files.rcsb.org/download/1PPA.cif,A,121,1
1MXX,cached_selected,data/raw/pdb_cache/1MXX.cif,https://files.rcsb.org/download/1MXX.cif,B,259,1
1HK9,cached_selected,data/raw/pdb_cache/1HK9.cif,https://files.rcsb.org/download/1HK9.cif,E,67,1
1F97,cached_selected,data/raw/pdb_cache/1F97.cif,https://files.rcsb.org/download/1F97.cif,A,207,1
1ECS,cached_selected,data/raw/pdb_cache/1ECS.cif,https://files.rcsb.org/download/1ECS.cif,A,121,1
1GP2,cached_selected,data/raw/pdb_cache/1GP2.cif,https://files.rcsb.org/download/1GP2.cif,A,344,1
1XMA,cached_selected,data/raw/pdb_cache/1XMA.cif,https://files.rcsb.org/download/1XMA.cif,B,103,1
1F99,cached_selected,data/raw/pdb_cache/1F99.cif,https://files.rcsb.org/download/1F99.cif,B,172,1
1RC9,cached_selected,data/raw/pdb_cache/1RC9.cif,https://files.rcsb.org/download/1RC9.cif,A,221,1
1N5D,cached_selected,data/raw/pdb_cache/1N5D.cif,https://files.rcsb.org/download/1N5D.cif,A,288,1
1I3N,cached_selected,data/raw/pdb_cache/1I3N.cif,https://files.rcsb.org/download/1I3N.cif,A,347,1
1MKG,cached_selected,data/raw/pdb_cache/1MKG.cif,https://files.rcsb.org/download/1MKG.cif,A,94,1
1LR9,cached_selected,data/raw/pdb_cache/1LR9.cif,https://files.rcsb.org/download/1LR9.cif,A,73,1
1X2R,cached_selected,data/raw/pdb_cache/1X2R.cif,https://files.rcsb.org/download/1X2R.cif,A,290,1
1JCZ,cached_selected,data/raw/pdb_cache/1JCZ.cif,https://files.rcsb.org/download/1JCZ.cif,A,260,1
1YG6,cached_selected,data/raw/pdb_cache/1YG6.cif,https://files.rcsb.org/download/1YG6.cif,A,193,1
1U3I,cached_selected,data/raw/pdb_cache/1U3I.cif,https://files.rcsb.org/download/1U3I.cif,A,208,1
1D01,cached_selected,data/raw/pdb_cache/1D01.cif,https://files.rcsb.org/download/1D01.cif,A,168,1
1IFX,cached_selected,data/raw/pdb_cache/1IFX.cif,https://files.rcsb.org/download/1IFX.cif,A,245,1
1KHX,cached_selected,data/raw/pdb_cache/1KHX.cif,https://files.rcsb.org/download/1KHX.cif,A,203,1
1LJO,cached_selected,data/raw/pdb_cache/1LJO.cif,https://files.rcsb.org/download/1LJO.cif,A,75,1
1SZ6,cached_selected,data/raw/pdb_cache/1SZ6.cif,https://files.rcsb.org/download/1SZ6.cif,B,263,1
1HK0,cached_selected,data/raw/pdb_cache/1HK0.cif,https://files.rcsb.org/download/1HK0.cif,X,173,1
1QTB,cached_selected,data/raw/pdb_cache/1QTB.cif,https://files.rcsb.org/download/1QTB.cif,A,162,1
1RR9,cached_selected,data/raw/pdb_cache/1RR9.cif,https://files.rcsb.org/download/1RR9.cif,E,191,1
1PA7,cached_selected,data/raw/pdb_cache/1PA7.cif,https://files.rcsb.org/download/1PA7.cif,A,130,1
1YXD,cached_selected,data/raw/pdb_cache/1YXD.cif,https://files.rcsb.org/download/1YXD.cif,B,295,1
1U59,cached_selected,data/raw/pdb_cache/1U59.cif,https://files.rcsb.org/download/1U59.cif,A,282,1
1BII,cached_selected,data/raw/pdb_cache/1BII.cif,https://files.rcsb.org/download/1BII.cif,A,274,1
1YLQ,cached_selected,data/raw/pdb_cache/1YLQ.cif,https://files.rcsb.org/download/1YLQ.cif,A,93,1
1RNI,cached_selected,data/raw/pdb_cache/1RNI.cif,https://files.rcsb.org/download/1RNI.cif,A,210,1
1U2O,cached_selected,data/raw/pdb_cache/1U2O.cif,https://files.rcsb.org/download/1U2O.cif,A,226,1
1XRJ,cached_selected,data/raw/pdb_cache/1XRJ.cif,https://files.rcsb.org/download/1XRJ.cif,B,213,1
1G74,cached_selected,data/raw/pdb_cache/1G74.cif,https://files.rcsb.org/download/1G74.cif,A,131,1
2BKY,cached_selected,data/raw/pdb_cache/2BKY.cif,https://files.rcsb.org/download/2BKY.cif,A,89,1
2AZU,cached_selected,data/raw/pdb_cache/2AZU.cif,https://files.rcsb.org/download/2AZU.cif,A,128,1
1FYD,cached_selected,data/raw/pdb_cache/1FYD.cif,https://files.rcsb.org/download/1FYD.cif,A,271,1
2BTN,cached_selected,data/raw/pdb_cache/2BTN.cif,https://files.rcsb.org/download/2BTN.cif,A,242,1
1ZT1,cached_selected,data/raw/pdb_cache/1ZT1.cif,https://files.rcsb.org/download/1ZT1.cif,A,273,1
1Z0D,cached_selected,data/raw/pdb_cache/1Z0D.cif,https://files.rcsb.org/download/1Z0D.cif,A,165,1
1MNA,cached_selected,data/raw/pdb_cache/1MNA.cif,https://files.rcsb.org/download/1MNA.cif,B,278,1
1A6W,cached_selected,data/raw/pdb_cache/1A6W.cif,https://files.rcsb.org/download/1A6W.cif,H,120,1
1FYR,cached_selected,data/raw/pdb_cache/1FYR.cif,https://files.rcsb.org/download/1FYR.cif,B,98,1
1OCU,cached_selected,data/raw/pdb_cache/1OCU.cif,https://files.rcsb.org/download/1OCU.cif,A,134,1
1REF,cached_selected,data/raw/pdb_cache/1REF.cif,https://files.rcsb.org/download/1REF.cif,A,190,1
1FFS,cached_selected,data/raw/pdb_cache/1FFS.cif,https://files.rcsb.org/download/1FFS.cif,A,128,1
1K49,cached_selected,data/raw/pdb_cache/1K49.cif,https://files.rcsb.org/download/1K49.cif,A,208,1
1QBM,cached_selected,data/raw/pdb_cache/1QBM.cif,https://files.rcsb.org/download/1QBM.cif,H,219,1
1AVU,cached_selected,data/raw/pdb_cache/1AVU.cif,https://files.rcsb.org/download/1AVU.cif,A,172,1
1OHA,cached_selected,data/raw/pdb_cache/1OHA.cif,https://files.rcsb.org/download/1OHA.cif,A,259,1
1B7M,cached_selected,data/raw/pdb_cache/1B7M.cif,https://files.rcsb.org/download/1B7M.cif,A,130,1
1RWZ,cached_selected,data/raw/pdb_cache/1RWZ.cif,https://files.rcsb.org/download/1RWZ.cif,A,244,1
1LNC,cached_selected,data/raw/pdb_cache/1LNC.cif,https://files.rcsb.org/download/1LNC.cif,E,320,1
1XQP,cached_selected,data/raw/pdb_cache/1XQP.cif,https://files.rcsb.org/download/1XQP.cif,A,252,1
1LK7,cached_selected,data/raw/pdb_cache/1LK7.cif,https://files.rcsb.org/download/1LK7.cif,A,229,1
1OSZ,cached_selected,data/raw/pdb_cache/1OSZ.cif,https://files.rcsb.org/download/1OSZ.cif,A,274,1
1PZ1,cached_selected,data/raw/pdb_cache/1PZ1.cif,https://files.rcsb.org/download/1PZ1.cif,A,333,1
1J0D,cached_selected,data/raw/pdb_cache/1J0D.cif,https://files.rcsb.org/download/1J0D.cif,A,341,1
2BLE,cached_selected,data/raw/pdb_cache/2BLE.cif,https://files.rcsb.org/download/2BLE.cif,A,337,1
1DI1,cached_selected,data/raw/pdb_cache/1DI1.cif,https://files.rcsb.org/download/1DI1.cif,A,290,1
1S67,cached_selected,data/raw/pdb_cache/1S67.cif,https://files.rcsb.org/download/1S67.cif,L,119,1
1DTH,cached_selected,data/raw/pdb_cache/1DTH.cif,https://files.rcsb.org/download/1DTH.cif,A,203,1
2BMM,cached_selected,data/raw/pdb_cache/2BMM.cif,https://files.rcsb.org/download/2BMM.cif,A,123,1
1CCL,cached_selected,data/raw/pdb_cache/1CCL.cif,https://files.rcsb.org/download/1CCL.cif,A,291,1
